Ticker,Revenue,Revenue Growth,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expense,Operating Expenses,Operating Income,Interest Expense,Earnings before Tax,Income Tax Expense,Net Income,Net Income Com,EPS,EPS Diluted,Dividend per Share,Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,Free Cash Flow margin,EBITDA,EBIT,Cash and cash equivalents,Short-term investments,Cash and short-term investments,Receivables,Inventories,Total current assets,Total assets,Payables,Short-term debt,Total current liabilities,Long-term debt,Total debt,Total liabilities,Total shareholders equity,Net Debt,Depreciation & Amortization,Operating Cash Flow,Capital Expenditure,Free Cash Flow,priceEarningsToGrowthRatio,dividendYield,enterpriseValueMultiple,netProfitMargin,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,inventoryTurnover,assetTurnover,currentRatio,quickRatio,debtRatio,debtEquityRatio,interestCoverage,Revenue per Share,Book Value per Share,Market Cap,Enterprise Value,PE ratio,PFCF ratio,EV to Sales,Enterprise Value over EBITDA,Earnings Yield,Debt to Equity,Debt to Assets,ROIC,Working Capital,ROE,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,Operating Cash Flow growth,Free Cash Flow growth,Asset Growth,Book Value per Share Growth,Debt Growth,Sector,2015 PRICE VAR [%],Class
HUD,1118700000.0,0.06185,424600000.0,694100000.0,0.0,578500000.0,639600000.0,54500000.0,25400000.0,31200000.0,1600000.0,29600000.0,29600000.0,0.77,0.75,0.0,0.6205,0.104,0.0506,0.026,0.078,116200000.0,56600000.0,72557500.0,0.0,84388500.0,42400000.0,1758930.0,275370000.0,1089263000.0,25105673.72,2798000.0,121802000.0,73960000.0,172970500.0,588619000.0,345400000.0,4745816.0,59600000.0,145600000.0,-58300000.0,87300000.0,16.20936225,0.002559596,10.55393306,0.056318405,0.0558,0.07795,0.0425,3.3761,0.501582196,2.005,1.427704052,0.1711,0.3893,1.3205,11.4906,10.419,914907044.1,1148673600.0,58.8168125,51.7294375,2.2776,10.0823,0.0046,0.3893,0.1711,0.0425,97410000,0.078,0.0722,0.0655,0.061,0.0591,0.0963,0.00735,-0.0882,0.0622,0.0371,0.0,Consumer Cyclical,13.35243142,1
SCVL,884785000.0,0.0348,625468000.0,259317000.0,0.0,215650000.0,215650000.0,43667000.0,173000.0,43506000.0,16635000.0,26871000.0,26871000.0,1.33,1.32,0.24,0.2931,0.069,0.0494,0.03,0.0087,61107000.0,43679000.0,48253000.0,0.0,48253000.0,4337000.0,243529375.0,342515000.0,436851000.0,62671000.0,0.0,77659000.0,0.0,0.0,119979000.0,316872000.0,-48253000.0,17428000.0,38620000.0,-30966000.0,7654000.0,3.220970583,0.002559596,0.789647667,0.03037009,0.0757,0.0848,0.0878,3.1765,2.025370206,4.41,0.677191311,0.0,0.0,18.4580625,44.4035,15.902,495503717.3,447250717.3,18.1805,51.7294375,0.5055,7.3191,0.055,0.0,0.0,0.0878,264856000,0.0848,0.0071,-0.0999,-0.0995,-0.0841,-0.0764,0.494,1.79425,0.0728,0.0829,0.0,Consumer Cyclical,-6.87824834,0
FUN,1159605000.0,0.0221,591287000.0,568318000.0,0.0,156864000.0,289986000.0,278332000.0,96286000.0,114100000.0,9885000.0,104215000.0,104214000.0,1.88,1.86,1.55,0.4901,0.289,0.1814,0.09,0.1469,334672000.0,210386000.0,131840000.0,0.0,131840000.0,27395000.0,25883000.0,203717000.0,2038319000.0,23933000.0,0.0,198219000.0,1354699625.0,1558850000.0,1942102000.0,96217000.0,257066361.9,124286000.0,337103000.0,-166719000.0,170384000.0,19.92724203,0.052068448,11.25701441,0.08987112,0.042,0.3776875,0.1018,24.3218125,0.56890261,1.028,0.803328642,0.7648,2.428325,2.185,20.8757,1.732,2671919350.0,4098929350.0,25.4415,15.5934,3.5348,12.2476,0.0393,2.428325,0.7648,0.1018,5498000,0.37735,-0.0037,-0.0913,-0.0776,-0.0369,-0.0359,0.039,-0.1648,0.0118,-0.3094,0.0251,Consumer Cyclical,24.70681889,1
DORM,751476000.0,0.1309,464275000.0,287201000.0,0.0,146467000.0,146467000.0,140734000.0,204000.0,140530000.0,50543000.0,89987000.0,89987000.0,2.5,2.49,0.0,0.3822,0.204,0.1873,0.12,0.0396,153392000.0,140734000.0,47656000.0,0.0,47656000.0,206035000.0,173523000.0,430361000.0,557716000.0,59541000.0,0.0,90833000.0,0.0,0.0,95655000.0,462061000.0,-47656000.0,12658000.0,59640000.0,-29862000.0,29778000.0,19.69925478,0.0,11.86719542,0.119747005,0.2133,0.1948,0.1898375,4.5011,1.347416965,4.7095,2.79293869,0.0,0.0,18.4580625,20.8442,12.817,1753627054.0,1705971054.0,19.668,51.7294375,2.2702,11.1216,0.0508,0.0,0.0,0.1898375,339528000,0.1948,0.1005,0.1,0.1,0.0985,0.1111,-0.0312,-0.1929,0.0539,0.1263,0.0,Consumer Cyclical,-1.165932902,0
AIN,745345000.0,-0.0159,453710000.0,291635000.0,21775625.0,147198000.0,220275000.0,71360000.0,12254000.0,67320000.0,25751000.0,41569000.0,41569000.0,1.31,1.3,1.13,0.3913,0.193,0.1068,0.056,0.0348,143866000.0,79574000.0,179802000.0,0.0,179802000.0,158237000.0,107274000.0,460130000.0,1029304000.0,34787000.0,44812500.0,183398000.0,222096000.0,272772000.0,515736000.0,509869000.0,92970000.0,64292000.0,84196000.0,-58224000.0,25972000.0,27.35039958,0.01735289,10.6962504,0.055771488,0.0619,0.0815,0.0625,6.7755,0.724125234,2.509,1.843198944,0.265,0.535,6.4937,23.365,15.983,1211881000.0,1304851000.0,29.0,46.6611,1.7507,9.0699,0.0345,0.535,0.265,0.0625,276732000,0.0815,0.0037,0.7255,0.3699,1.3731,1.3818,0.3443,1.79425,-0.086,-0.0691,-0.1042,Consumer Cyclical,-2.423772888,0
AZO,5811623250.0,0.0358,2893247664.0,2153408831.0,0.0,818209625.0,1392664375.0,660809250.0,103553750.0,520197135.2,135910625.0,414820319.0,412967495.5,5.34,5.24,0.0,0.5208,0.22,0.1932,0.113,0.0958,976678204.7,704315387.1,124485000.0,0.0,124485000.0,200899000.0,243529375.0,1679544766.0,7497163000.0,431050863.6,44812500.0,925910625.0,1354699625.0,3334118750.0,7722981625.0,-1621857000.0,257066361.9,251267000.0,770537959.3,-329093375.0,367551375.0,16.68599358,0.0,10.62528406,0.112898012,0.294875,-0.2426125,0.1898375,3.1579,1.26385314,0.788,0.071653218,0.5766,-1.436475,10.9261,69.69345,-17.966875,8118979393.0,8684481125.0,16.6841,19.6731,2.2892,10.4207,0.0599,-1.436475,0.5766,0.1898375,-280857000,-0.24205,0.0409,0.0322,0.0322,0.0524,0.1372,-0.0521,-0.102,0.0878,-0.0385,0.0325,Consumer Cyclical,20.28567253,1
TM,5811623250.0,0.0661,2893247664.0,2153408831.0,0.0,818209625.0,1392664375.0,660809250.0,103553750.0,520197135.2,135910625.0,414820319.0,412967495.5,5.34,5.24,0.0285,0.1904,0.0015,0.1016,0.0007,0.0681,976678204.7,704315387.1,668219250.0,5000000.0,448755875.0,719095625.0,243529375.0,1679544766.0,11956184656.0,431050863.6,44812500.0,925910625.0,1354699625.0,3334118750.0,7722981625.0,3681276750.0,4745816.0,274576875.0,770537959.3,-329093375.0,367551375.0,3.220970583,0.002559596,2.78869299,0.070960817,0.0159,0.126,0.0485,13.6345,0.620016356,0.0104,1.39175127,0.394,1.1284,18.4580625,69.69345,41.476125,8118979393.0,1148673600.0,10.0952,0.2042,2.2776,10.0823,0.0991,1.1284,0.394,0.0485,554673000,0.126,0.3081,0.5553,0.5888,0.7349,0.7337,0.3618,0.527,0.0692,0.0903,0.0578,Consumer Cyclical,0.686421704,1
LAD,5390326000.0,0.3456,2893247664.0,823322000.0,0.0,563207000.0,591423000.0,231899000.0,24603000.0,213675000.0,74955000.0,138720000.0,138720000.0,5.31,5.24,0.61,0.1527,0.049,0.0442,0.026,-0.0102,264641000.0,238278000.0,29898000.0,0.0,29898000.0,295379000.0,243529375.0,1615509000.0,2880932000.0,70853000.0,44812500.0,925910625.0,609066000.0,1819657000.0,2207827000.0,673105000.0,257066361.9,26363000.0,30967000.0,-85983000.0,-55016000.0,15.56858298,0.007375651,10.57522391,0.025734993,0.1402,0.2061,0.0553,5.1125,1.871035484,1.12,0.225479689,0.6316,2.428325,9.6849,69.69345,25.769,2275696156.0,4065455156.0,16.3258,0.0,0.7542,15.3622,0.0613,2.428325,0.6316,0.0553,172909000,0.2061,0.3049,0.2722,0.2636,0.3087,0.292,-0.0341,-1.97835,0.48485,0.2436,0.4848625,Consumer Cyclical,23.13003016,1
FLWS,756345000.0,0.0283,440672000.0,315673000.0,21775625.0,249601000.0,291967000.0,23706000.0,1305000.0,23775000.0,8403000.0,15372000.0,15372000.0,0.24,0.23,0.0,0.4174,0.059,0.0332,0.02,0.0259,44928000.0,25080000.0,5203000.0,0.0,5203000.0,13339000.0,58520000.0,91818000.0,267569000.0,24447000.0,343000.0,74307000.0,0.0,343000.0,81451000.0,183228000.0,-4860000.0,19848000.0,42539000.0,-22985000.0,19554000.0,24.16100703,0.0,8.382434117,0.020324058,0.1979,0.0839,0.0799,13.2372,2.232700923,1.236,0.249532346,0.0013,0.0019,18.4580625,11.8114,2.861,371701833.4,366841833.4,24.1667,18.9937,0.485,8.1651,0.0414,0.0019,0.0013,0.0799,17511000,0.0839,0.0343,0.1204,-0.0807,0.2476,0.2632,0.2279,0.3392,0.07,0.0878,0.0,Consumer Cyclical,-7.496819369,0
MSG,913615000.0,0.2637,714825000.0,198790000.0,0.0,221109000.0,312818000.0,-114028000.0,1528000.0,-115236000.0,1697000.0,-116933000.0,-116933000.0,-3.54,-3.48,0.0,0.2176,-0.024,-0.1245,-0.128,-0.1837,-21999000.0,-113708000.0,15966000.0,5000000.0,45649000.0,52377000.0,0.0,157919000.0,2137191000.0,9361000.0,0.0,549036000.0,0.0,0.0,945988000.0,1191203000.0,-45649000.0,91709000.0,137063000.0,-304866000.0,-167803000.0,16.20936225,0.0,10.55393306,-0.127989361,-0.1392,-0.0982,-0.0462,0.0,0.42748402,0.288,0.178542026,0.0,0.0,-11.0748375,36.6502,41.476125,1559723660.0,1514074660.0,0.0,0.0,1.6572,0.0,-0.0751,0.0,0.0,-0.0462,-280857000,-0.0982,0.0481,-1.0698,-0.9317,-1.0066,0.0963,1.1893125,-0.0511,0.2333,0.0371,0.0,Consumer Cyclical,-10.11110942,0
CBRL,2683677000.0,0.0148,872758000.0,1810919000.0,0.0,635920000.0,1392664375.0,208406000.0,17557000.0,190849000.0,58721000.0,132128000.0,132128000.0,5.34,5.24,1.55,0.6748,0.103,0.0777,0.049,0.0327,276795000.0,208406000.0,119361000.0,0.0,119361000.0,22704000.0,165426000.0,329649000.0,1432248000.0,98477000.0,25000000.0,344438000.0,375000000.0,400000000.0,903607000.0,528641000.0,257066361.9,68389000.0,177625000.0,-89897000.0,87728000.0,14.18371086,0.038143814,8.556608134,0.049233943,0.1285,0.2499,0.1311,17.1968,1.873751613,0.957,0.412454491,0.2793,0.7567,11.8703,69.69345,22.195,2302489530.0,2583128530.0,17.4162,26.2428,0.9625,9.3323,0.0574,0.7567,0.2793,0.1311,-14789000,0.2499,0.0117,0.0341,0.0341,0.1267,0.1212,-0.1481,-0.3484,0.0317,0.0872,0.0,Consumer Cyclical,-4.141025184,0
ENT,387735000.0,0.435875,281873000.0,105862000.0,21775625.0,83030000.0,142845000.0,-36983000.0,-88000.0,-46814000.0,10574000.0,-57388000.0,-57388000.0,-0.78,-0.78,0.0,0.273,0.007,-0.121,-0.148,-0.0837,2542000.0,-46902000.0,197648000.0,0.0,197648000.0,85517000.0,13626000.0,329910000.0,533595000.0,99328000.0,752000.0,174312000.0,2263000.0,3015000.0,220966000.0,312629000.0,-168994603.1,49444000.0,-23395000.0,-9074000.0,-32469000.0,16.20936225,0.0,21.24082482,-0.148008305,-0.179125,-0.1836,-0.1088625,24.3218125,0.726646614,1.893,1.624472211,0.0057,0.0096,18.4580625,5.2897,4.265,1037902588.0,843269587.7,0.0,0.0,2.1749,25.603525,-0.0573,0.0096,0.0057,-0.1088625,155598000,-0.1836,0.5262125,0.5766,0.1876,0.5011,0.6406,0.5679,0.5052,-0.0782,-0.3456,-0.3368375,Consumer Cyclical,-31.60083384,0
LE,1562876000.0,-0.0145,852539000.0,710337000.0,0.0,560327000.0,581996000.0,128341000.0,0.0,128391000.0,49544000.0,78847000.0,78847000.0,2.47,2.47,0.0,0.4545,0.096,0.0822,0.05,0.0672,149990000.0,128391000.0,25711000.0,0.0,25711000.0,33617000.0,243529375.0,451249000.0,1194275000.0,115387000.0,0.0,203361000.0,0.0,0.0,401961000.0,792314000.0,-25711000.0,21599000.0,114919000.0,-9873000.0,105046000.0,3.220970583,0.002559596,0.271009769,0.05044994,0.2259,0.0995,0.0831,4.1763,1.30863997,2.219,0.291737354,0.0,0.0,0.0,48.9056,24.793,1070543454.0,1044832454.0,13.5628,10.1913,0.6685,6.966,0.0737,0.0,0.0,0.0831,247888000,0.0995,0.0088,0.5644,0.5651,0.5824,0.5833,0.194,0.2926,-0.0193,-0.0376,0.0,Consumer Cyclical,-57.31196394,0
PAG,5811623250.0,0.1898,2893247664.0,2153408831.0,0.0,818209625.0,1392664375.0,500400000.0,99300000.0,439800000.0,135910625.0,286700000.0,286700000.0,3.17,3.17,0.78,0.1497,0.035,0.0313,0.017,0.0111,609300000.0,539100000.0,36300000.0,0.0,36300000.0,707100000.0,243529375.0,1679544766.0,7228200000.0,422500000.0,44812500.0,925910625.0,1316000000.0,3334118750.0,5547000000.0,1652800000.0,257066361.9,70200000.0,367900000.0,-176100000.0,191800000.0,13.6750661,0.017981751,8.654097243,0.016637651,0.1836,0.1735,0.0495,6.4566,2.232700923,1.063,0.204776465,0.5672,2.428325,5.429,69.69345,18.3,4427454740.0,8490754740.0,15.4795,23.1071,0.4927,13.9353,0.0646,2.428325,0.5672,0.0495,229900000,0.1735,0.1718,0.1817,0.1643,0.174,0.1697,0.1511,0.3264,0.1267,0.0981,0.1486,Consumer Cyclical,-12.14043936,0
BBGI,58705903.0,0.0465,40351258.0,18354645.0,0.0,8923117.0,12794969.0,5559676.0,4375129.0,40513642.0,514275.0,39999367.0,39999367.0,1.75,1.74,0.18,0.3127,0.672,0.5433125,0.328,0.2362,47414722.0,44888771.0,14259441.0,0.0,14259441.0,17637686.0,0.0,35317889.0,314190881.0,1120434.0,3112500.0,14097462.0,93025258.0,96137758.0,183648593.0,130542288.0,81878317.0,2525951.0,16913700.0,-3047388.0,13866312.0,3.220970583,0.040432723,4.403494693,0.322629035,0.294875,0.3064,0.012,0.0,0.186847889,2.505,2.262614859,0.306,0.7364,10.26,2.5735,5.723,118102115.6,199980432.6,2.92,8.4066,3.4065,4.2177,0.17425,0.7364,0.306,0.012,21220427,0.3064,-0.026,1.2574875,-0.3364,1.5229,1.485725,-0.1506,-0.1904,0.1892,0.3898,-0.1005,Consumer Cyclical,-25.41711675,0
EROS,235470000.0,0.0934,132933000.0,102537000.0,0.0,42680000.0,42680000.0,59857000.0,9910000.0,42704000.0,12843000.0,29861000.0,29861000.0,0.655,0.652,0.0,0.4355,0.65,0.2234,0.127,-0.1309,153023000.0,52614000.0,145449000.0,0.0,145449000.0,123705000.0,566000.0,258275000.0,906011000.0,31611000.0,44812500.0,128580000.0,165254000.0,258133000.0,327970000.0,527691000.0,4745816.0,100409000.0,132532000.0,-163352000.0,-30820000.0,3.220970583,0.002559596,2.030433334,0.126814456,0.2135,0.0566,0.0555,24.3218125,0.259897507,2.009,2.093280448,0.2849,0.4892,5.3092,14.409,32.291,914907044.1,1148673600.0,24.5344,0.0,2.2776,10.0823,0.0408,0.4892,0.2849,0.0555,129695000,0.0566,0.2605,0.2995,0.2723,0.1016,-0.0466,-0.0358,0.3799,0.1344,0.0371,0.0502,Consumer Cyclical,-57.57997335,0
GAIA,10754000.0,-0.261525,2035000.0,8719000.0,0.0,19445000.0,19445000.0,-10726000.0,-880000.0,-9916000.0,0.0,-9916000.0,-9916000.0,-0.41,-0.41,0.0,0.8108,-0.336,-0.3259875,-0.2,0.37955,-7631000.0,-10796000.0,15772000.0,0.0,15772000.0,30266000.0,20154000.0,78772000.0,138632000.0,18837000.0,0.0,39073000.0,0.0,0.0,39073000.0,94789000.0,-15772000.0,3165000.0,9788000.0,-4413000.0,5375000.0,16.20936225,0.0,10.55393306,-0.18782313,-0.1576,-0.1046,-0.0848,0.532,0.077572278,2.016,1.178256085,0.0,0.0,12.2682,0.4439,3.912,174432762.0,158660762.0,0.0,32.1387,10.0652875,0.0,-0.0575,0.0,0.0,-0.0848,39699000,-0.1046,-0.3208875,-1.1198125,0.5044,0.5642,0.5859,1.1893125,1.2028,-0.0216,-0.1139,0.0,Consumer Cyclical,-11.11111413,0
MSGN,714514000.0,-0.261525,259434000.0,455080000.0,0.0,199477000.0,220287000.0,234793000.0,5877000.0,201602000.0,86534000.0,115068000.0,115068000.0,1.49,1.47,0.0,0.6369,0.32,0.2904,0.161,0.37955,228289000.0,207479000.0,102074000.0,0.0,102074000.0,160525000.0,0.0,399979000.0,2925961000.0,16993000.0,0.0,604201000.0,0.0,0.0,1321517000.0,1604444000.0,-102074000.0,20810000.0,342555000.0,-679000.0,341876000.0,3.220970583,0.002559596,0.44712623,0.16104373,0.1098,0.0717,0.0661,0.0,0.24419806,0.662,0.434621922,0.0,0.0,18.4580625,9.2623,20.799,1456997850.0,1354923850.0,12.6701,4.2598,1.8963,5.9351,0.0789,0.0,0.0,0.0661,-204222000,0.0717,-0.2996,-0.192,-0.0649,-0.1918,-0.2032,0.3022,1.79425,0.0709,0.0726,0.0,Consumer Cyclical,-8.57507281,0
BKE,1128001000.0,0.0036,628856000.0,499145000.0,0.0,242151000.0,242151000.0,256994000.0,0.0,260456000.0,97872000.0,162584000.0,162584000.0,3.41,3.39,1.55,0.4425,0.26,0.2309,0.144,0.1287,293087000.0,260456000.0,164868000.0,5000000.0,185065000.0,4318000.0,124141000.0,342137000.0,546293000.0,37147000.0,0.0,123381000.0,0.0,0.0,184363000.0,361930000.0,-168994603.1,32631000.0,174026000.0,-28800000.0,145226000.0,3.220970583,0.002559596,0.562522391,0.144134624,0.294875,0.3776875,0.1898375,9.895,2.064827849,2.773,1.534944602,0.0,0.0,0.0,23.339,7.489,2053587462.0,1868522462.0,12.4604,14.1406,1.6565,6.3753,0.0803,0.0,0.0,0.1898375,218756000,0.37735,-0.0003,-0.0047,-0.0046,-0.0105,-0.0173,-0.2123,-0.2428,0.1429,0.2424,0.0,Consumer Cyclical,-40.43765284,0
TA,5811623250.0,-0.0209,2893247664.0,503202000.0,0.0,106823000.0,389562000.0,113640000.0,16712000.0,98992000.0,38023000.0,60969000.0,60969000.0,5.34,5.24,0.0,0.0647,0.023,0.0149,0.008,-0.0011,181288000.0,115704000.0,224275000.0,0.0,224275000.0,96478000.0,172750000.0,540175000.0,1402817000.0,123084000.0,0.0,267138000.0,230000000.0,230000000.0,884207000.0,518610000.0,5725000.0,65584000.0,161125000.0,-169825000.0,-8700000.0,3.220970583,0.0,3.03025082,0.00783801,0.0587,0.1176,0.0779,24.3218125,2.232700923,2.022,1.20070151,0.164,0.4435,6.9234,69.69345,41.476125,475365553.7,481090553.7,7.7901,0.0,0.0618,2.6537,0.1284,0.4435,0.164,0.0779,273037000,0.1176,0.2679,1.2574875,1.1228,0.928,0.5283,1.1893125,0.9062,0.1158,-0.103,0.4848625,Consumer Cyclical,-27.58089539,0
INWK,1000133000.0,0.1225,770674000.0,229459000.0,0.0,196190000.0,216623000.0,12836000.0,4428000.0,45591000.0,1855000.0,43736000.0,43736000.0,0.84,0.82,0.0,0.2294,0.068,0.05,0.044,-0.0266,67742000.0,50019000.0,22578000.0,0.0,22578000.0,211165000.0,27163000.0,304228000.0,631251000.0,144447000.0,0.0,194152000.0,104539000.0,104539000.0,335104000.0,296147000.0,81961000.0,17723000.0,-12515000.0,-14116000.0,-26631000.0,9.597554652,0.0,8.072918577,0.043730184,0.294875,0.1477,0.0194,24.3218125,1.584366599,1.567,1.203917549,0.1656,0.353,11.2961,18.5608,5.496,419758650.3,501719650.3,9.2738,0.0,0.5017,7.4063,0.1078,0.353,0.1656,0.0194,110076000,0.1477,0.1358,1.2574875,1.1228,1.5229,1.485725,-1.1847875,-1.97835,0.027,0.1479,0.4848625,Consumer Cyclical,-2.470741948,0
MNRO,831432000.0,0.1358,511458000.0,319974000.0,0.0,224627000.0,204442000.0,95347000.0,7213000.0,86536000.0,32077000.0,42567000.0,54459000.0,1.72,1.67,0.4,0.3848,0.139,0.1011,0.058,0.0686,101537000.0,74037000.0,1205000.0,0.0,1205000.0,2728000.0,124920000.0,168116000.0,759956000.0,53321000.0,6833000.0,136741000.0,187040000.0,221642000.0,343972000.0,415984000.0,220179000.0,31688000.0,93943000.0,-32150000.0,50251000.0,3.220970583,0.002559596,1.853954716,0.051197212,0.1403,0.1166,0.0759,6.8394,1.094052814,1.205,0.028762405,0.2997,0.6072,10.2644,23.5619,11.75,1788837663.0,1982224663.0,33.0698,28.8979,2.3841,15.5232,0.0302,0.6072,0.2997,0.0759,28280000,0.1166,0.1504,-0.1944,0.2936,0.2794,0.2647,0.1126,-0.0706,0.0278,0.102,0.4848625,Consumer Cyclical,15.95540854,1
MCHX,173601000.0,0.1743,111259000.0,62342000.0,21775625.0,32637000.0,62564000.0,-222000.0,76000.0,3419000.0,22509000.0,-19090000.0,-19217000.0,-0.48,-0.48,0.08,0.3591,0.044,0.0201,-0.111,0.1103,7600000.0,3495000.0,80032000.0,0.0,80032000.0,25941000.0,0.0,109247000.0,180669000.0,13766000.0,0.0,23398000.0,0.0,0.0,24516000.0,156153000.0,-80032000.0,4105000.0,22419000.0,-3265000.0,19154000.0,16.20936225,0.018305809,21.24082482,-0.109964804,-0.179125,-0.1223,-0.0018,0.0,0.960878734,4.669,3.58831132,0.0,0.0,18.4580625,4.3389,3.903,196653078.7,116621078.7,0.0,9.5879,0.6718,15.3449,-0.1046,0.0,0.0,-0.0018,85849000,-0.1223,0.0904,0.8241,0.9558,-1.4557,-1.255675,0.6489,0.8131,0.1142,0.0314,0.0,Consumer Cyclical,-17.3242961,0
SHAK,118530000.0,0.435875,44678000.0,73852000.0,0.0,47499000.0,70709000.0,3143000.0,365000.0,2780000.0,662000.0,2118000.0,2118000.0,0.07,0.07,0.0,0.6231,0.076,0.0265,0.018,-0.126,8954000.0,3145000.0,2677000.0,0.0,2677000.0,3278000.0,529000.0,7925000.0,82962000.0,6440000.0,32000000.0,48177000.0,313000.0,32313000.0,70362000.0,12600000.0,29636000.0,5809000.0,13584000.0,-28515000.0,-14931000.0,29.84733508,0.0,21.24082482,0.017868894,0.0709,0.1681,0.0306,24.3218125,1.428726405,0.164,0.1236067,0.3895,2.428325,8.6164,3.2698,0.348,1663875000.0,1693511000.0,58.8168125,0.0,10.0652875,25.603525,0.0015,2.428325,0.3895,0.0306,-40252000,0.1681,0.4285,-0.4701,-0.4704,-0.6094,-0.6111,0.0511,-1.97835,0.48485,0.0371,0.4848625,Consumer Cyclical,-13.72549639,0
PSO,5811623250.0,-0.0966,2893247664.0,2153408831.0,0.0,818209625.0,1392664375.0,493769470.4,103553750.0,520197135.2,87227414.33,414820319.0,412967495.5,0.905,0.9034,1.2804,0.5548,0.229,0.1469,0.162,0.1405,976678204.7,704315387.1,668219250.0,5000000.0,448755875.0,719095625.0,243529375.0,1679544766.0,11956184656.0,431050863.6,44812500.0,925910625.0,1354699625.0,3334118750.0,7722981625.0,3681276750.0,4745816.0,0.0,770537959.3,-102803738.3,367551375.0,26.24966474,0.032110409,21.24082482,0.103744493,0.294875,0.0788,0.0221,19.6497,0.398350443,2.0826,0.897119342,0.1952,0.3721,4.7643,3.5607,11.3769,914907044.1,1148673600.0,20.3867,23.6721,2.2776,10.0823,0.0491,0.3721,0.1952,0.0221,554673000,0.0788,-0.0902,-0.1474,-0.26,-0.1764,-0.1792,-0.0317,0.0105,-0.0191,-0.015,-0.0596,Consumer Cyclical,-37.95983769,0
FWONA,4450000000.0,0.1119,1445000000.0,2153408831.0,0.0,818209625.0,1392664375.0,660809250.0,103553750.0,244000000.0,66000000.0,178000000.0,178000000.0,0.52,0.52,1.55,0.6753,0.193,0.1121,0.04,0.2099,858000000.0,499000000.0,668219250.0,5000000.0,448755875.0,235000000.0,0.0,1385000000.0,11956184656.0,431050863.6,44812500.0,925910625.0,1354699625.0,3334118750.0,7722981625.0,3681276750.0,257066361.9,274576875.0,770537959.3,-194000000.0,367551375.0,29.84733508,0.0,21.24082482,0.04,0.294875,0.0156,0.0289,0.0,0.147015098,0.523,0.420754717,0.1931,0.5128,1.9569,12.972,33.226,8118979393.0,8684481125.0,47.6317,9.0971,3.0251,15.6896,0.021,0.5128,0.1931,0.0289,-280857000,0.0156,0.0841,-0.9431,0.0332,-0.9797,-0.979,-0.0874,-0.0923,-0.1237,-0.2277,0.0522,Consumer Cyclical,12.62554094,1
PATK,735717000.0,0.2366,617214000.0,118503000.0,0.0,62555000.0,67032000.0,51471000.0,2393000.0,49078000.0,18404000.0,30674000.0,30674000.0,1.28,1.273,0.0,0.1611,0.084,0.07,0.042,0.0542,61904000.0,51471000.0,123000.0,0.0,123000.0,32637000.0,71020000.0,114796000.0,255561000.0,29754000.0,0.0,45142000.0,101054000.0,101054000.0,152793000.0,102768000.0,100931000.0,10433000.0,46318000.0,-6429000.0,39889000.0,15.24596719,0.0,9.188934439,0.041692662,0.2415,0.2985,0.153,11.5379,2.232700923,2.543,0.725709982,0.3954,0.9833,18.4580625,30.751,4.295,456586322.3,557517322.3,15.2709,11.7239,0.7578,9.0062,0.0655,0.9833,0.3954,0.153,69654000,0.2985,0.3019,0.2571,0.2571,0.276,0.289,1.0649,1.6983,0.4672,0.2603,0.4848625,Consumer Cyclical,49.00661587,1
INUV,49599486.0,-0.098,20424561.0,29174925.0,0.0,26677916.0,26677916.0,2497009.0,351225.0,2105114.0,0.0,2105114.0,2105114.0,0.09,0.09,0.0,0.5882,0.085,0.0495,0.042,0.0626,4205877.0,2456339.0,3714525.0,0.0,3714525.0,5129841.0,0.0,9144239.0,25606677.0,5714158.0,959942.0,10378564.0,2666667.0,3626609.0,17332942.0,8273735.0,-87916.0,1749538.0,3943793.0,-839867.0,3103926.0,14.52949037,0.0,8.789469022,0.042442254,-0.179125,0.2544,0.1251,0.0,1.93697472,0.881,0.852176274,0.1416,0.4383,6.9936,2.1081,0.352,30632937.4,30545021.4,14.4444,9.854,0.6158,7.2625,0.0692,0.4383,0.1416,0.1251,-1234325,0.2544,0.1133,1.2574875,1.1228,1.5229,1.485725,1.1793,1.7417,0.0269,0.41255,-0.3368375,Consumer Cyclical,76.14422744,1
NXST,631311000.0,0.2568,187432000.0,443879000.0,0.0,175429000.0,270642000.0,173237000.0,61959000.0,110651000.0,46101000.0,64550000.0,64550000.0,2.1,2.02,0.6,0.7031,0.37,0.2734,0.102,0.2316,233507000.0,172610000.0,131912000.0,0.0,131912000.0,127878000.0,0.0,275927000.0,1414102000.0,29166000.0,15840000.0,97266000.0,1204529000.0,1220369000.0,1357565000.0,52537000.0,257066361.9,60897000.0,166527000.0,-20300000.0,146227000.0,22.70735035,0.01258392,12.00049877,0.102247545,0.155,0.3776875,0.0905,0.0,0.446439507,2.837,2.670923036,0.85145,2.428325,2.7859,20.5144,1.707,1599787973.0,2688244973.0,24.6619,10.8994,4.2582,11.5125,0.0405,2.428325,0.85145,0.0905,178661000,0.37735,0.2517,1.2574875,0.678,1.5229,1.485725,1.1893125,1.79425,0.2152,0.41255,0.1393,Consumer Cyclical,19.60761189,1
